question,reference_answer,answer,score,dataset,dataset_num,normalized_score,before,score_bin
"Jelaskan fungsi partai politik, berkaitan dengan kekuasaan pemerintahan. (Usahakan jawab dalam 2-4 kalimat) ",partai politik sebagai organisasi resmi untuk menyalurkan aspirasi masyarakat partai politik memiliki kekuatan politik serta ikut menentukan proses pembentukan kekuasaan pemerintah secara legal diakui hukum juga mempunyai hak beraktifitas merebut dan mempertahankan kekuasaan politik,partai politik berfungsi sebagai wadah kebijakan bagi masyarakat dan bagi anggotanya juga memperjuangkan aspirasi masyarakat ke pemerintahan partai politik juga akan meningkatkan negara lebih baik karena akan menciptakan terobosan dari tantangan negara,40,analisis_essay,analisis_essay-21,0.4,partai politik berfungsi sebagai sarana politik bagi masyarakat dan bagi anggotanya juga mewakili suara masyarakat ke pemerintahan partai politik juga akan membuat negara lebih baik karena akan membuat solusi dari permasalahan negara,30-39
"Apa yang anda ketahui mengenai kerajaan Majapahit? (Mengenai tempat, masa puncak kejayaan dan agama. Usahakan jawab dalam 2-4 kalimat) ",majapahit adalah sebuah kerajaan yang berpusat di jawa timur indonesia kerajaan ini mencapai puncak kejayaannya dan menguasai wilayah di nusantara pada masa kekuasaan hayam wuruk kerajaan majapahit merupakan kerajaan hindu budha terbesar dalam sejarah indonesia,"Majapahit adalah sebuah kerajaan yang berpusat di Jawa Timur Indonesia yang pernah berdiri dari sekitar tahun 1293 hingga 1500 m kerajaan ini mencapai puncak kejayaannya menjadi kemaharajaan agung yang menguasai wilayah yang luas di Nusantara pada masa kekuasaan Hayam Wuruk yang berkuasa dari tahun 1350 hingga 1389 kerajaan Majapahit adalah kerajaan Hindu Buddha terakhir yang menguasai Nusantara dan dianggap sebagai salah satu dari negara terbesar dalam sejarah Indonesia. Menurut negarakertagama kekuasaannya terbentang di Jawa, Sumatra, Semenanjung Malaya, Kalimantan hingga Indonesia Timur meskipun wilayah kekuasaannya masih diperdebatkan sebelum berdirinya Singhasari telah menjadi kerajaan paling kuat di Jawa hal ini menjadi perhatian Kubilai Khan penguasa dinasti Yuan di Tiongkok ia mengirim utusan yang bernama Meng Chi 14 ke Singhasari yang menuntut upeti Kertanagara penguasa kerajaan Singhasari yang terakhir menolak untuk membayar upeti dan mempermalukan utusan tersebut dengan merusak wajahnya dan memotong telinganya 14 15 Kubilai Khan marah dan lalu memberangkatkan ekspedisi besar ke Jawa tahun 1293 ketika itu Jayakatwang adipati Kediri sudah menggulingkan dan membunuh Kertanegara atas saran Aria Wiraraja Jayakatwang memberikan pengampunan kepada Raden Wijaya menantu Kertanegara yang datang menyerahkan diri kemudian wiraraja mengirim utusan ke Daha yang membawa surat berisi pernyataan Raden Wijaya menyerah dan ingin mengabdi kepada Jayakatwang 16 jawaban dari surat di atas disambut dengan senang hati 16 Raden Wijaya kemudian diberi hutan Tarik ia membuka hutan itu dan membangun desa baru desa itu dinamai Majapahit yang namanya diambil dari buah maja dan rasa pahit dari buah tersebut ketika pasukan Mongol tiba Wijaya bersekutu dengan pasukan Mongol untuk bertempur melawan Jayakatwang setelah berhasil menjatuhkan Jayakatwang Raden Wijaya berbalik menyerang sekutu Mongolnya sehingga memaksa mereka menarik pulang kembali pasukannya secara kalang kabut karena mereka berada di negeri asing 17 18 saat itu juga merupakan kesempatan terakhir mereka untuk menangkap angin muson agar dapat pulang atau mereka terpaksa harus menunggu enam bulan lagi di pulau yang asing tanggal pasti yang digunakan sebagai tanggal kelahiran kerajaan Majapahit adalah hari penobatan Raden Wijaya sebagai raja yaitu tanggal 15 bulan Kartika tahun 1215 Saka yang bertepatan dengan tanggal 10 November 1293 ia dinobatkan dengan nama resmi Kertarajasa Jayawardhana kerajaan ini menghadapi masalah beberapa orang terpercaya Kertarajasa termasuk Ranggalawe, Sora, dan Nambi memberontak melawannya meskipun pemberontakan tersebut tidak berhasil pemberontakan Ranggalawe ini didukung oleh Panji Mahajaya Ra Arya Sidi Ra Jaran Waha Ra Lintang Ra Tosan Ra Gelatik dan Ra Tati semua ini tersebut disebutkan dalam Pararaton 19 Slamet Muljana menduga bahwa Mahapatih Halayudha lah yang melakukan konspirasi untuk menjatuhkan semua orang terpercaya raja agar ia dapat mencapai posisi tertinggi dalam pemerintahan namun setelah kematian pemberontak terakhir Kutai Halayudha ditangkap dan dipenjara dan lalu dihukum mati 18 Wijaya meninggal dunia pada tahun 1309 putra dan penerus Wijaya adalah Jayanegara Pararaton menyebutnya Kala Gemet yang berarti penjahat lemah kira kira pada suatu waktu dalam kurun pemerintahan Jayanegara seorang pendeta Italia Odorico da Pordenone mengunjungi keraton Majapahit di Jawa pada tahun 1328 Jayanegara dibunuh oleh tabibnya Tanca ibu tirinya yaitu Gayatri rajapatni seharusnya menggantikannya akan tetapi rajapatni memilih mengundurkan diri dari istana dan menjadi Bhiksuni rajapatni menunjuk anak perempuannya Tribhuwana Wijayatunggadewi untuk menjadi ratu Majapahit pada tahun 1336 Tribhuwana menunjuk Gajah Mada sebagai Mahapatih pada saat pelantikannya Gajah Mada mengucapkan sumpah Palapa yang menunjukkan rencananya untuk melebarkan kekuasaan Majapahit dan membangun sebuah kemaharajaan selama kekuasaan Tribhuwana kerajaan Majapahit berkembang menjadi lebih besar dan terkenal di kepulauan Nusantara Tribhuwana berkuasa di Majapahit sampai kematian ibunya pada tahun 1350 ia diteruskan oleh putranya Hayam Wuruk.",87,analisis_essay,analisis_essay-23,0.87,majapahit adalah sebuah kerajaan yang berpusat di jawa timur indonesia yang pernah berdiri dari sekitar tahun 1293 hingga 1500 m kerajaan ini mencapai puncak kejayaannya menjadi kemaharajaan raya yang menguasai wilayah yang luas di nusantara pada masa kekuasaan hayam wuruk yang berkuasa dari tahun 1350 hingga 1389 kerajaan majapahit adalah kerajaan hindu buddha terakhir yang menguasai nusantara dan dianggap sebagai salah satu dari negara terbesar dalam sejarah indonesia 2 menurut negarakertagama kekuasaannya terbentang di jawa sumatra semenanjung malaya kalimantan hingga indonesia timur meskipun wilayah kekuasaannya masih diperdebatkan sebelum berdirinya majapahit singhasari telah menjadi kerajaan paling kuat di jawa hal ini menjadi perhatian kubilai khan penguasa dinasti yuan di tiongkok ia mengirim utusan yang bernama meng chi 14 ke singhasari yang menuntut upeti kertanagara penguasa kerajaan singhasari yang terakhir menolak untuk membayar upeti dan mempermalukan utusan tersebut dengan merusak wajahnya dan memotong telinganya 14 15 kubilai khan marah dan lalu memberangkatkan ekspedisi besar ke jawa tahun 1293 ketika itu jayakatwang adipati kediri sudah menggulingkan dan membunuh kertanegara atas saran aria wiraraja jayakatwang memberikan pengampunan kepada raden wijaya menantu kertanegara yang datang menyerahkan diri kemudian wiraraja mengirim utusan ke daha yang membawa surat berisi pernyataan raden wijaya menyerah dan ingin mengabdi kepada jayakatwang 16 jawaban dari surat di atas disambut dengan senang hati 16 raden wijaya kemudian diberi hutan tarik ia membuka hutan itu dan membangun desa baru desa itu dinamai majapahit yang namanya diambil dari buah maja dan rasa pahit dari buah tersebut ketika pasukan mongol tiba wijaya bersekutu dengan pasukan mongol untuk bertempur melawan jayakatwang setelah berhasil menjatuhkan jayakatwang raden wijaya berbalik menyerang sekutu mongolnya sehingga memaksa mereka menarik pulang kembali pasukannya secara kalang kabut karena mereka berada di negeri asing 17 18 saat itu juga merupakan kesempatan terakhir mereka untuk menangkap angin muson agar dapat pulang atau mereka terpaksa harus menunggu enam bulan lagi di pulau yang asing tanggal pasti yang digunakan sebagai tanggal kelahiran kerajaan majapahit adalah hari penobatan raden wijaya sebagai raja yaitu tanggal 15 bulan kartika tahun 1215 saka yang bertepatan dengan tanggal 10 november 1293 ia dinobatkan dengan nama resmi kertarajasa jayawardhana kerajaan ini menghadapi masalah beberapa orang terpercaya kertarajasa termasuk ranggalawe sora dan nambi memberontak melawannya meskipun pemberontakan tersebut tidak berhasil pemberontakan ranggalawe ini didukung oleh panji mahajaya ra arya sidi ra jaran waha ra lintang ra tosan ra gelatik dan ra tati semua ini tersebut disebutkan dalam pararaton 19 slamet muljana menduga bahwa mahapatih halayudha lah yang melakukan konspirasi untuk menjatuhkan semua orang tepercaya raja agar ia dapat mencapai posisi tertinggi dalam pemerintahan namun setelah kematian pemberontak terakhir kuti halayudha ditangkap dan dipenjara dan lalu dihukum mati 18 wijaya meninggal dunia pada tahun 1309 putra dan penerus wijaya adalah jayanegara pararaton menyebutnya kala gemet yang berarti penjahat lemah kira kira pada suatu waktu dalam kurun pemerintahan jayanegara seorang pendeta italia odorico da pordenone mengunjungi keraton majapahit di jawa pada tahun 1328 jayanegara dibunuh oleh tabibnya tanca ibu tirinya yaitu gayatri rajapatni seharusnya menggantikannya akan tetapi rajapatni memilih mengundurkan diri dari istana dan menjadi bhiksuni rajapatni menunjuk anak perempuannya tribhuwana wijayatunggadewi untuk menjadi ratu majapahit pada tahun 1336 tribhuwana menunjuk gajah mada sebagai mahapatih pada saat pelantikannya gajah mada mengucapkan sumpah palapa yang menunjukkan rencananya untuk melebarkan kekuasaan majapahit dan membangun sebuah kemaharajaan selama kekuasaan tribhuwana kerajaan majapahit berkembang menjadi lebih besar dan terkenal di kepulauan nusantara tribhuwana berkuasa di majapahit sampai kematian ibunya pada tahun 1350 ia diteruskan oleh putranya hayam wuruk,80-89
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,1 selalu lindungi rambutmu dari sinar matahari angin dan hujan 2 setelah keramas jangan langsung menyisir tunggu beberapa saat sampai rambut agak kering 3 gunakan kondisioner setelah keramas kondisioner dapat membantu agar rambutmu semakin lurus 4 lakukan conditioning dengan benar 5 pilih sampo dan kondisioner dari jenis yang sama karena memiliki formulasi yang sama 6 hindari penggunaan hair dryer pada rambut 7 hindari menggunakan ikat rambut yang super ketat 8 ketika tidur di malam hari biarkan rambut tergerai pada satu sisi untuk menghindari kekusutan rambut 9 tidur menggunakan bantal yang terbuat dari satin 10 ketika mengeringkan rambut lakukan dengan cara ditekan 11 gunakan masker rambut yang cocok untuk rambut 12 gunakan air dingin untuk keramas 13 makan yang benar nutrisi tertentu seperti vitamin zat besi dan protein sangat penting untuk pertumbuhan rambut dan kesehatan,selalu pertahankan rambutmu dari radiasi matahari gunakan pelembut setelah mencuci pilih sampo dan pelembut dari jenis yang sama karena memiliki komposisi yang serupa hindari penggunaan pengering rambut pada rambut hindari menggunakan ikat rambut yang sangat erat bagi wanita tidur menggunakan bantal yang terbuat dari satin bisa untuk meminimalkan kerusakan rambut ketika mengeringkan rambut lakukan dengan cara ditekan gunakan air dingin untuk mencuci makan yang benar sering beri suplemen pada rambut,73,analisis_essay,analisis_essay-3,0.73,selalu lindungi rambutmu dari sinar matahari gunakan kondisioner setelah keramas pilih sampo dan kondisioner dari jenis yang sama karena memiliki formulasi yang sama hindari penggunaan hair dryer pada rambut hindari menggunakan ikat rambut yang super ketat bagi perempuan tidur menggunakan bantal yang terbuat dari satin bisa untuk mengurangi kerusakan rambut ketika mengeringkan rambut lakukan dengan cara ditekan gunakan air dingin untuk keramas makan yang benar sering beri vitamin pada rambut,70-79
Sebutkan 10 anggota ASEAN yang anda ketahui. ,indonesia thailand malaysia singapura filipina brunei darussalam vietnam laos myanmar dan kamboja,Indonesia Malaysia Myanmar Filipina Thailand Brunei Singapura Timor Leste Papua Nugini,72,analisis_essay,analisis_essay-30,0.72,indonesia malaysia myanmar filipina thailand brunei singapura timor leste papua nugini,70-79
Apa yang anda ketahui mengenai cagar sejarah Candi Borobudur?,borobudur adalah sebuah candi buddha yang terletak di borobudur magelang jawa tengah indonesia lokasi candi adalah kurang lebih 100 km di sebelah barat daya semarang 86 km di sebelah barat surakarta dan 40 km di sebelah barat laut yogyakarta candi borobudur diyakini merupakan peninggalan kerajaan dinasti sailendra masa pemerintahan raja samaratungga dari kerajaan mataram kuno,borobudur adalah sebuah candi buddha yang terletak di borobudur magelang jawa tengah indonesia lokasi candi adalah kurang lebih 100 km di sebelah barat daya semarang 86 km di sebelah barat surakarta dan 40 km di sebelah barat laut yogyakarta candi berbentuk stupa ini didirikan oleh para penganut agama buddha mahayana sekitar tahun 800 an masehi pada masa pemerintahan wangsa syailendra borobudur adalah candi atau kuil buddha terbesar di dunia 1 2 sekaligus salah satu monumen buddha terbesar di dunia,89,analisis_essay,analisis_essay-7,0.89,borobudur adalah sebuah candi buddha yang terletak di borobudur magelang jawa tengah indonesia lokasi candi adalah kurang lebih 100 km di sebelah barat daya semarang 86 km di sebelah barat surakarta dan 40 km di sebelah barat laut yogyakarta candi berbentuk stupa ini didirikan oleh para penganut agama buddha mahayana sekitar tahun 800 an masehi pada masa pemerintahan wangsa syailendra borobudur adalah candi atau kuil buddha terbesar di dunia 1 2 sekaligus salah satu monumen buddha terbesar di dunia,80-89
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,cristiano ronaldo dilahirkan di lisbon portugal klub yang sekarang disponsori adalah real madrid dan sebelumnya cristiano ronaldo membela klub manchester united nomer yang dipakai adalah tujuh sehingga memiliki sebutan cr tujuh,63,analisis_essay,analisis_essay-16,0.63,cristiano ronaldo lahir di lisbon portugal klub yang saat ini dibela adalah real madrid dan sebelumnya cristiano ronaldo membela klub manchester united nomer yang digunakan adalah tujuh sehingga memiliki sebutan cr seven,60-69
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,cristiano dos santos aveiro lahir di funchal madeira portugal 5 februari 1985 umur 31 tahun atau lebih dikenal cristiano ronaldo merupakan seorang pemain bola portugal ia dapat berposisi sebagai sayap kiri atau kanan serta penyerang depan saat ini ia bermain untuk tim inggris real madrid dan untuk tim nasional portugal sebelum bermain untuk real madrid ia pernah bermain di sporting lisbon dan manchester united pemain yang kerap bernomor punggung 7 di lapangan hijau ini juga akrab dengan sebutan cr7 gabungan dari inisial nama dan nomor punggungnya,90,analisis_essay,analisis_essay-16,0.9,cristiano ronaldo dos santos aveiro lahir di funchal madeira portugal 5 februari 1985 umur 31 tahun atau lebih dikenal cristiano ronaldo merupakan seorang pemain sepak bola portugal ia dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelum bermain untuk real madrid ia pernah bermain di sporting lisboa dan manchester united pemain yang kerap bernomor punggung 7 di lapangan hijau ini juga akrab dengan sebutan cr7 gabungan dari inisial nama dan nomor punggungnya,80-89
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,1 selalu lindungi rambutmu dari sinar matahari angin dan hujan 2 setelah keramas jangan langsung menyisir tunggu beberapa saat sampai rambut agak kering 3 gunakan kondisioner setelah keramas kondisioner dapat membantu agar rambutmu semakin lurus 4 lakukan conditioning dengan benar 5 pilih sampo dan kondisioner dari jenis yang sama karena memiliki formulasi yang sama 6 hindari penggunaan hair dryer pada rambut 7 hindari menggunakan ikat rambut yang super ketat 8 ketika tidur di malam hari biarkan rambut tergerai pada satu sisi untuk menghindari kekusutan rambut 9 tidur menggunakan bantal yang terbuat dari satin 10 ketika mengeringkan rambut lakukan dengan cara ditekan 11 gunakan masker rambut yang cocok untuk rambut 12 gunakan air dingin untuk keramas 13 makan yang benar nutrisi tertentu seperti vitamin zat besi dan protein sangat penting untuk pertumbuhan rambut dan kesehatan,memakai barang yang halal keramas dengan teratur saat keramas kepala dipijit perlahan pilih yang sesuai dengan rambut anda agar tidak mengalami kerontokan jangan menggunakan selain sampo jika tidak ada sampo jangan dibakar biar tidak rusak berilah cairan protein rambut jangan lupa baca doa dan bismillah dalam melakukan hal apapun,23,analisis_essay,analisis_essay-3,0.23,memakai barang yang halal keramas dengan teratur saat keramas kepala dipijit perlahan pilih yang sesuai dengan rambut anda agar tidak mengalami kerontokan jangan menggunakan selain sampo jika tidak ada sampo jangan dibakar biar tidak rusak berilah cairan protein rambut jangan lupa baca doa dan bismillah dalam melakukan hal apapun,20-29
Apa yang anda ketahui mengenai MEA? (Usahakan jawab dalam 2-4 kalimat) ,mea masyarakat ekonomi asean adalah sistem ekonomi negara negara asean yang bertujuan untuk menghilangkan hambatan di dalam melakukan kegiatan ekonomi lintas kawasan misalnya dalam perdagangan barang jasa dan investasi perdagangan bebas antarnegara negara asean mea dirancang untuk mewujudkan wawasan asean 2020,masyarakat ekonomi asean muka 2015 bahasa inggris asean economic community aec adalah sebuah integrasi ekonomi asean dalam menghadapi perdagangan bebas antarnegara negara asean 1 seluruh negara anggota asean telah menyepakati perjanjian ini muka dirancang untuk mewujudkan wawasan asean 2020 dalam menghadapi persaingan yang teramat ketat selama muka negara negara asean haruslah mempersiapkan sumber daya manusia sdm yang trampil cerdas dan kompetitif,78,analisis_essay,analisis_essay-28,0.78,masyarakat ekonomi asean mea 2015 bahasa inggris asean economic community aec adalah sebuah integrasi ekonomi asean dalam menghadapi perdagangan bebas antarnegara negara asean 1 seluruh negara anggota asean telah menyepakati perjanjian ini mea dirancang untuk mewujudkan wawasan asean 2020 dalam menghadapi persaingan yang teramat ketat selama mea ini negara negara asean haruslah mempersiapkan sumber daya manusia sdm yang trampil cerdas dan kompetitif,70-79
Sebutkan dan jelaskan secara singkat 4 jenis pemain yang ada dalam sepak bola. ,goal keeper penjaga gawang merupakan pemain sepak bola untuk menangkap membendung bola sebelum masuk ke gawang defender bertugas untuk melindungi kiper saat lawan menguasai bola mencegah serangan lawan dan memblok tembakan pemain lawan gelandang adalah pemain yang membawa bola hingga ke depan saat melakukan serangan dan mencegah serangan lawan sampai ke daerah pertahanan peyerang forwards adalah pemain yang bertugas mencetak gol dan membobol pertahanan lawan dibutuhkan kelincahan kecepatan akurasi tembakan yang baik,penyerang samping gelandang bek sebagai pemain belakang kiper sebagai kiper penjaga gawang,43,analisis_essay,analisis_essay-17,0.43,striker sebagai penyerang sayap gelandang back sebagai pemain bertahan kiper sebagai penjaga gawang,40-49
"Apa yang dimaksud dengan parkour? (pengertian, dan tempat-tempat biasa melakukan parkour) ",parkour adalah aktivitas atau olahraga yang dilakukan oleh sesorang atau kelompok tertentu untuk berpindah dari satu tempat ke tempat lainnya dengan efisien dan cepat menggunakan kemampuan yang ada pada manusia berlari lompat menggantung parkour biasanya dilakukan di atas gedung bangunan penuh halangan bertembok pohon dan daerah berbatu,parkour adalah seni bergerak dan metode latihan natural yang bertujuan untuk membantu manusia bergerak dengan cepat dan eficien di gedung gedung,50,analisis_essay,analisis_essay-20,0.5,parkour adalah seni bergerak dan metode latihan natural yang bertujuan untuk membantu manusia bergerak dengan cepat dan eficien di gedung gedung,40-49
Sebutkan 10 anggota ASEAN yang anda ketahui. ,indonesia thailand malaysia singapura filipina brunei darussalam vietnam laos myanmar dan kamboja,Indonesia 1 Malaysia 2 Thailand 3 Filipina 4 Singapura 5 Brunei Darussalam 6 Vietnam 7 Laos 8 Myanmar Burma 9 Kamboja,93,analisis_essay,analisis_essay-30,0.93,1 indonesia 2 malaysia 3 thailand 4 filipina 5 singapura 6 brunei darussalam 7 vietnam 8 laos 9 myanmar burma 10 kamboja,90-99
Jelaskan yang dimaksud dengan hardware dan berikan contohnya (minimal 5). ,hardware perangkat keras adalah suatu komponen yang ada pada komputer bisa dilihat secara kasat mata dan dapat disentuh secara fisik contoh mouse monitor keyboard printer kamera cpu kabel router bridge hub,engertian hardware atau perangkat keras adalah komponen pada komputer yang dapat terlihat dan disentuh secara fisik contoh monitor cpu speaker keyboard mouse printer scanner,77,analisis_essay,analisis_essay-33,0.77,engertian hardware atau perangkat keras adalah komponen pada komputer yang dapat terlihat dan disentuh secara fisik contoh monitor cpu speaker keyboard mouse printer scanner,70-79
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,cristiano ronaldo dos santos aveiro lahir di funchal madeira portugal 5 februari 1985 umur 31 tahun atau lebih dikenal cristiano ronaldo merupakan seorang pemain sepak bola portugal ia dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol **Atletico** real madrid dan untuk tim nasional portugal sebelum bermain untuk real madrid ia pernah bermain di sporting lisboa dan **Barcelona** manchester united pemain yang kerap bernomor punggung 7 di lapangan hijau ini juga akrab dengan sebutan cr7 gabungan dari inisial nama dan nomor punggungnya,90,analisis_essay,analisis_essay-16,0.9,cristiano ronaldo dos santos aveiro lahir di funchal madeira portugal 5 februari 1985 umur 31 tahun atau lebih dikenal cristiano ronaldo merupakan seorang pemain sepak bola portugal ia dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelum bermain untuk real madrid ia pernah bermain di sporting lisboa dan manchester united pemain yang kerap bernomor punggung 7 di lapangan hijau ini juga akrab dengan sebutan cr7 gabungan dari inisial nama dan nomor punggungnya,80-89
Sebutkan 10 anggota ASEAN yang anda ketahui. ,indonesia thailand malaysia singapura filipina brunei darussalam vietnam laos myanmar dan kamboja,indonesia singapura malaysia laos vietnam brunei kamboja thailand filipina myanmar,95,analisis_essay,analisis_essay-30,0.95,indonesia singapura malaysia laos vietnam brunai kamboja thailand filipina myanmar,90-99
Sebutkan 10 anggota ASEAN yang anda ketahui. ,indonesia thailand malaysia singapura filipina brunei darussalam vietnam laos myanmar dan kamboja,indoneisa myanmar singapura malaysia philipina kamboja thailand laos brunei darussalam vietnam,93,analisis_essay,analisis_essay-30,0.93,indoneisa myanmar singapura malaysia philipina kamboja thailand laos brunei darussalam vietnam,90-99
Sebutkan 5 partai yang biasa dilombakan dalam bulu tangkis. ,tunggal putra tunggal putri ganda putra ganda putri ganda campuran,tunggal putra tunggal putra ganda putra ganda putri ganda campuran,100,analisis_essay,analisis_essay-19,1.0,tunggal putra tunggal putra ganda putra ganda putri ganda campuran,90-99
Apa yang dimaksud topologi jaringan LAN dan sebutkan contoh topologi tersebut (minimal 3). ,topologi jaringan adalah struktur jaringan fisik yang digunakan untuk implementasi lan local area network unsur dasar penyusun jaringan yaitu node link dan station contoh topologi bintang star topologi cincin ring topologi bus topologi pohon tree topologi linier,struktur jaringan suatu konsep untuk menghubungkan perangkat lokal ke komputer satu ke komputer yang lain contoh struktur bus struktur ring struktur star,48,analisis_essay,analisis_essay-39,0.48,topologi jaringan suatu konsep untuk menghubungkan lokal ke komputer satu ke komputer yang lain contoh topologi bus topologi ring topologi star,40-49
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,1 melakukan latihan atau aktivitas fisik bisa merangsang tenaga dan menyegarkan pikiran 2 tertawa merupakan obat yang paling baik untuk melawan kebosanan karena meningkatkan suasana hati mood 3 melakukan latihan mental seperti melakukan mainan puzzle atau teka teki silang 4 melakukan sosialisasi interaksi manusia bisa menjaga pikiran agar tetap segar 5 tidur siang sejenak hal ini tidak hanya menyegarkan pikiran tapi bisa menjadi fondasi yang kuat dalam hal produktivitas 6 mencium sesuatu yang menyenangkan aroma seperti dari lilin aromaterapi atau bau secangkir kopi panas 7 melakukan pemijatan pijat adalah cara sempurna untuk meredakan ketegangan dan mengurangi stres 8 melamun untuk jangka waktu singkat melamun bisa memberikan imajinasi dan menyegarkan pikiran,makan istirahat sejenak main game minum cokelat panas berjalan mengelilingi kampus pria tampan menonton film instagram,12,analisis_essay,analisis_essay-4,0.12,makan tidur sejenak main game minum hot chocolate berjalan keliling kampus cowok ganteng nonton film instagram,10-19
Jelaskan kegunaan karbohidrat untuk tubuh kita.,fungsi karbohidrat adalah sebagai pemasok energi dapat memperlancar proses pada pencernaan memberikan efek kenyang dengan kandungan selulosa nya dan penyeimbang asam dan basa dalam tubuh,sumber daya tubuh mengatur bobot badan,15,analisis_essay,analisis_essay-1,0.15,sumber energi tubuh mengendalikan berat badan,10-19
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,cristiano ronaldo adalah pemain bola dunia yang lahir tanggal 5 februari 1985 berkebangsaan portugal saat ini di klub real madrid setelah mengundurkan diri dari klub manchester united dengan nomor atribut 7 dengan sebutan cr7,74,analisis_essay,analisis_essay-16,0.74,cristiano ronaldo adalah pemain sepakbola dunia yang lahir tanggal 5 februari 1985 berkebangsaan portugal saat ini di klub real madrid setelah resign dari klub manchester united dengan nomor punggung 7 dengan sebutan cr7,70-79
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,1 buatlah list barang apa saja yang harus dibeli 2 utamakan kebutuhan daripada keinginan 3 bandingkan dulu komposisi kualitas dan kuantitas barang sebelum dibeli 4 jangan mudah tergiur barang barang diskon 5 teliti barang sebelum membeli 6 pilihlah mana barang yang yang bisa dibeli secara grosir atau eceran,membuat list barang belanjaan yang diperlukan langsung menuju ke tempat barang yang diinginkan ingat untuk selalu memanage uang belanja tidak melihat lihat barang lain yang ada di list mengecek apakah barang yang dibeli sudah sesuai dengan yang ada di list menghitung ulang jika barang sudah dibeli,32,analisis_essay,analisis_essay-5,0.32,membuat list barang belanjaan yang diperlukan langsung menuju ke tempat barang yang diinginkan ingat untuk selalu memanage uang belanja tidak melihat lihat barang lain yang ada di list mengecek apakah barang yang dibeli sudah sesuai dengan yang ada di list menghitung ulang jika barang sudah dibeli,30-39
